req_id,device_id,arrival_ms,deadline_ms
req-57978,edge-7,137960.24,511.53
req-57980,edge-0,137992.92,506.44
req-57982,edge-5,137989.26,502.98
req-57984,edge-9,137992.99,490.66
req-57986,edge-1,138011.23,497.30
req-57988,edge-6,138010.84,504.78
req-57990,edge-7,138016.79,489.89
req-57992,edge-0,138028.29,488.80
req-57994,edge-2,138035.55,514.47
req-57996,edge-4,138037.88,511.08
req-57998,edge-5,138023.98,492.57
req-58000,edge-7,138039.18,486.38
req-58002,edge-0,138049.11,513.36
req-58004,edge-1,138053.00,496.37
req-58006,edge-2,138053.19,494.39
req-58008,edge-3,138052.04,512.51
req-58010,edge-5,138052.61,492.70
req-58012,edge-9,138054.13,506.40
req-58014,edge-0,138068.40,486.20
req-58016,edge-1,138060.88,499.78
req-58018,edge-2,138079.69,487.33
req-58020,edge-3,138065.50,499.40
req-58022,edge-0,138085.59,511.99
req-58024,edge-2,138086.69,513.23
req-58026,edge-3,138090.98,514.25
req-58028,edge-4,138093.00,495.29
req-58030,edge-6,138086.60,498.00
req-58032,edge-1,138112.70,513.91
req-58034,edge-2,138110.58,506.23
req-58036,edge-4,138102.35,498.74
req-58038,edge-0,138120.96,508.29
req-58040,edge-4,138137.82,494.26
req-58042,edge-5,138122.95,513.55
req-58044,edge-9,138136.65,494.92
req-58046,edge-0,138144.35,486.70
req-58048,edge-1,138140.34,493.71
req-58050,edge-2,138147.86,506.11
req-58052,edge-3,138147.21,485.76
req-58054,edge-0,138173.46,510.44
req-58056,edge-2,138166.13,493.95
req-58058,edge-3,138177.18,508.42
req-58060,edge-7,138168.71,485.29
req-58062,edge-0,138185.38,507.48
req-58064,edge-1,138189.51,505.55
req-58066,edge-2,138181.86,490.06
req-58068,edge-3,138196.60,505.28
req-58070,edge-5,138192.73,485.67
req-58072,edge-0,138219.33,502.86
req-58074,edge-1,138205.56,488.88
req-58076,edge-3,138213.19,503.07
req-58078,edge-2,138239.79,488.02
req-58080,edge-3,138237.34,500.49
req-58082,edge-5,138237.58,509.19
req-58084,edge-6,138239.06,489.62
req-58086,edge-9,138226.27,509.06
req-58088,edge-3,138254.22,485.76
req-58090,edge-0,138272.66,511.05
req-58092,edge-2,138262.43,487.03
req-58094,edge-3,138273.75,493.25
req-58096,edge-0,138297.93,503.75
req-58098,edge-1,138280.81,496.08
req-58100,edge-2,138294.04,511.97
req-58102,edge-7,138293.17,495.93
req-58104,edge-8,138293.08,510.19
req-58106,edge-0,138315.17,487.92
req-58108,edge-1,138314.28,491.87
req-58110,edge-2,138312.58,507.97
req-58112,edge-4,138304.69,486.00
req-58114,edge-6,138305.03,487.82
req-58116,edge-0,138340.00,493.05
req-58118,edge-4,138331.10,511.39
req-58120,edge-5,138332.41,488.42
req-58122,edge-7,138338.85,489.58
req-58124,edge-0,138352.19,504.73
req-58126,edge-1,138350.34,496.34
req-58128,edge-2,138340.36,514.14
req-58130,edge-9,138346.92,491.59
req-58132,edge-0,138378.94,514.40
req-58134,edge-1,138365.75,485.13
req-58136,edge-2,138377.26,503.89
req-58138,edge-0,138391.96,506.95
req-58140,edge-3,138383.96,498.74
req-58142,edge-6,138395.36,492.96
req-58144,edge-1,138417.86,509.28
req-58146,edge-2,138410.65,489.59
req-58148,edge-4,138415.28,512.01
req-58150,edge-6,138404.52,497.32
req-58152,edge-9,138412.75,509.75
req-58154,edge-0,138433.48,497.95
req-58156,edge-1,138431.62,500.33
req-58158,edge-2,138435.52,505.07
req-58160,edge-5,138429.83,495.82
req-58162,edge-6,138426.39,513.39
req-58164,edge-0,138445.94,494.58
req-58166,edge-2,138444.43,486.63
req-58168,edge-7,138445.56,492.28
req-58170,edge-9,138445.57,498.09
req-58172,edge-4,138479.82,487.93
req-58174,edge-6,138461.50,511.36
req-58176,edge-3,138490.15,508.40
req-58178,edge-4,138493.81,500.06
req-58180,edge-5,138491.94,490.01
req-58182,edge-2,138512.10,486.36
req-58184,edge-0,138521.75,509.61
req-58186,edge-1,138537.46,495.30
req-58188,edge-3,138523.98,507.93
req-58190,edge-6,138526.26,494.27
req-58192,edge-1,138552.18,491.33
req-58194,edge-2,138552.17,495.55
req-58196,edge-6,138545.12,498.53
req-58198,edge-9,138557.17,494.94
req-58200,edge-1,138573.92,509.68
req-58202,edge-5,138565.99,499.36
req-58204,edge-2,138586.88,499.86
req-58206,edge-3,138597.31,491.55
req-58208,edge-4,138581.96,508.15
req-58210,edge-5,138580.78,487.39
req-58212,edge-0,138604.62,507.84
req-58214,edge-2,138601.19,514.82
req-58216,edge-3,138605.87,510.72
req-58218,edge-6,138609.38,491.05
req-58220,edge-8,138619.58,506.45
req-58222,edge-9,138613.62,485.12
req-58224,edge-1,138624.15,497.90
req-58226,edge-2,138621.54,511.22
req-58228,edge-4,138621.88,499.44
req-58230,edge-6,138638.34,492.46
req-58232,edge-8,138638.24,509.53
req-58234,edge-0,138642.08,495.62
req-58236,edge-1,138659.00,506.32
req-58238,edge-2,138656.23,499.51
req-58240,edge-4,138650.04,498.77
req-58242,edge-6,138645.03,505.91
req-58244,edge-9,138656.81,505.91
req-58246,edge-0,138666.49,492.33
req-58248,edge-1,138668.16,503.13
req-58250,edge-2,138662.36,506.03
req-58252,edge-5,138677.25,511.82
req-58254,edge-0,138695.73,500.85
req-58256,edge-1,138680.45,490.87
req-58258,edge-2,138689.06,506.14
req-58260,edge-3,138698.10,501.15
req-58262,edge-5,138694.59,489.04
req-58264,edge-6,138688.81,498.33
req-58266,edge-7,138699.29,495.11
req-58268,edge-0,138717.72,511.32
req-58270,edge-2,138717.85,513.67
req-58272,edge-5,138703.55,490.33
req-58274,edge-6,138708.62,509.35
req-58276,edge-9,138707.70,498.63
req-58278,edge-0,138730.67,485.52
req-58280,edge-2,138724.75,497.98
req-58282,edge-6,138722.56,500.27
req-58284,edge-0,138740.87,488.65
req-58286,edge-2,138746.22,491.55
req-58288,edge-3,138753.95,509.87
req-58290,edge-0,138764.57,514.76
req-58292,edge-2,138779.78,490.06
req-58294,edge-3,138770.68,486.37
req-58296,edge-5,138771.92,492.43
req-58298,edge-6,138766.80,505.22
req-58300,edge-8,138768.31,503.31
req-58302,edge-1,138790.09,489.96
req-58304,edge-3,138791.07,488.16
req-58306,edge-0,138808.48,509.03
req-58308,edge-2,138800.88,507.40
req-58310,edge-6,138809.09,502.97
req-58312,edge-8,138811.00,511.87
req-58314,edge-2,138834.65,497.24
req-58316,edge-5,138825.73,488.83
req-58318,edge-9,138832.01,490.92
req-58320,edge-0,138854.03,514.38
req-58322,edge-1,138855.10,507.73
req-58324,edge-3,138850.02,505.04
req-58326,edge-5,138847.28,487.84
req-58328,edge-7,138840.03,490.82
req-58330,edge-0,138873.66,512.58
req-58332,edge-3,138862.58,512.33
req-58334,edge-6,138869.55,497.48
req-58336,edge-7,138878.27,487.43
req-58338,edge-9,138875.46,511.91
req-58340,edge-1,138895.86,514.46
req-58342,edge-3,138883.19,507.34
req-58344,edge-4,138912.07,495.18
req-58346,edge-5,138904.62,503.89
req-58348,edge-0,138923.60,513.81
req-58350,edge-1,138933.77,495.23
req-58352,edge-2,138929.51,506.97
req-58354,edge-3,138930.81,513.97
req-58356,edge-4,138925.38,486.40
req-58358,edge-6,138926.44,493.64
req-58360,edge-2,138951.53,496.94
req-58362,edge-4,138945.85,497.38
req-58364,edge-8,138946.09,492.98
req-58366,edge-0,138961.78,487.53
req-58368,edge-1,138978.40,511.93
req-58370,edge-6,138977.94,501.03
req-58372,edge-1,138990.89,509.12
req-58374,edge-2,138997.28,499.41
req-58376,edge-3,138983.44,487.95
req-58378,edge-4,138988.65,511.62
req-58380,edge-0,139009.98,498.34
req-58382,edge-2,139009.38,503.43
req-58384,edge-3,139001.19,498.10
req-58386,edge-4,139003.46,492.15
req-58388,edge-7,139008.52,487.82
req-58390,edge-8,139000.22,490.41
req-58392,edge-0,139028.50,498.26
req-58394,edge-1,139032.15,499.79
req-58396,edge-2,139027.07,512.35
req-58398,edge-3,139039.68,504.88
req-58400,edge-4,139036.94,496.56
req-58402,edge-1,139048.32,493.40
req-58404,edge-2,139051.68,491.95
req-58406,edge-3,139048.59,489.09
req-58408,edge-5,139042.06,497.00
req-58410,edge-3,139060.28,514.33
req-58412,edge-4,139075.86,487.28
req-58414,edge-6,139066.75,511.65
req-58416,edge-1,139095.64,511.53
req-58418,edge-2,139098.27,505.02
req-58420,edge-3,139087.28,486.90
req-58422,edge-4,139090.90,514.63
req-58424,edge-8,139096.78,506.17
req-58426,edge-0,139108.65,491.47
req-58428,edge-1,139113.51,492.91
req-58430,edge-4,139109.00,497.33
req-58432,edge-5,139109.91,506.30
req-58434,edge-6,139113.87,499.50
req-58436,edge-1,139130.15,514.37
req-58438,edge-2,139128.81,500.33
req-58440,edge-3,139122.94,497.58
req-58442,edge-9,139122.86,487.90
req-58444,edge-0,139143.26,501.02
req-58446,edge-2,139158.56,486.62
req-58448,edge-3,139153.23,496.15
req-58450,edge-0,139178.18,486.88
req-58452,edge-2,139171.16,490.77
req-58454,edge-5,139163.77,511.12
req-58456,edge-7,139176.92,494.26
req-58458,edge-8,139173.37,500.83
req-58460,edge-2,139197.40,511.78
req-58462,edge-3,139199.86,490.85
req-58464,edge-4,139181.68,506.21
req-58466,edge-6,139194.50,499.49
req-58468,edge-1,139202.96,501.74
req-58470,edge-2,139216.54,494.83
req-58472,edge-3,139214.80,487.56
req-58474,edge-5,139206.35,498.64
req-58476,edge-1,139231.05,493.87
req-58478,edge-2,139224.25,489.55
req-58480,edge-4,139237.44,497.57
req-58482,edge-5,139232.31,501.39
req-58484,edge-8,139233.12,501.27
req-58486,edge-2,139240.26,503.75
req-58488,edge-5,139250.51,489.66
req-58490,edge-9,139253.88,506.73
req-58492,edge-1,139279.87,493.32
req-58494,edge-2,139262.85,488.22
req-58496,edge-3,139278.01,493.03
req-58498,edge-4,139274.69,494.52
req-58500,edge-6,139267.92,507.78
req-58502,edge-9,139279.37,514.14
req-58504,edge-0,139298.82,496.35
req-58506,edge-2,139288.91,512.41
req-58508,edge-1,139309.72,506.74
req-58510,edge-3,139302.86,499.63
req-58512,edge-4,139309.08,496.88
req-58514,edge-7,139314.26,501.30
req-58516,edge-9,139303.51,496.21
req-58518,edge-0,139335.40,486.95
req-58520,edge-1,139321.52,497.36
req-58522,edge-2,139332.35,502.38
req-58524,edge-5,139338.28,493.57
req-58526,edge-2,139344.52,496.80
req-58528,edge-4,139342.08,512.83
req-58530,edge-1,139363.29,512.29
req-58532,edge-4,139368.02,513.89
req-58534,edge-9,139378.98,487.18
req-58536,edge-0,139387.62,491.94
req-58538,edge-1,139398.26,506.07
req-58540,edge-2,139398.32,506.80
req-58542,edge-3,139390.88,505.46
req-58544,edge-7,139385.60,511.45
req-58546,edge-1,139407.17,501.25
req-58548,edge-2,139406.52,492.99
req-58550,edge-3,139413.82,509.32
req-58552,edge-5,139415.10,514.30
req-58554,edge-7,139415.16,485.42
req-58556,edge-0,139430.36,495.47
req-58558,edge-1,139432.94,492.62
req-58560,edge-3,139432.08,513.97
req-58562,edge-5,139420.82,500.05
req-58564,edge-6,139434.04,490.85
req-58566,edge-7,139431.67,495.84
req-58568,edge-8,139420.65,508.25
req-58570,edge-2,139453.53,485.11
req-58572,edge-4,139449.55,485.62
req-58574,edge-8,139455.95,505.35
req-58576,edge-1,139473.66,488.57
req-58578,edge-2,139466.98,507.61
req-58580,edge-3,139463.74,514.93
req-58582,edge-4,139470.45,497.95
req-58584,edge-6,139478.41,498.12
req-58586,edge-8,139469.88,504.86
req-58588,edge-0,139496.01,506.23
req-58590,edge-1,139485.88,503.68
req-58592,edge-3,139484.87,489.45
req-58594,edge-5,139485.70,508.98
req-58596,edge-1,139500.37,490.79
req-58598,edge-3,139501.97,492.01
req-58600,edge-5,139516.42,514.00
req-58602,edge-6,139506.36,514.60
req-58604,edge-7,139518.60,508.29
req-58606,edge-9,139502.50,502.48
req-58608,edge-1,139521.59,511.33
req-58610,edge-6,139526.43,503.57
req-58612,edge-0,139542.96,509.62
req-58614,edge-1,139549.12,508.20
req-58616,edge-2,139545.50,495.50
req-58618,edge-5,139556.00,493.81
req-58620,edge-7,139544.22,514.55
req-58622,edge-1,139574.25,496.17
req-58624,edge-2,139574.28,509.35
req-58626,edge-0,139587.28,512.01
req-58628,edge-1,139594.40,492.34
req-58630,edge-2,139584.40,502.98
req-58632,edge-3,139589.06,496.91
req-58634,edge-5,139584.14,486.29
req-58636,edge-2,139611.36,512.06
req-58638,edge-3,139601.87,506.05
req-58640,edge-5,139615.02,488.75
req-58642,edge-6,139613.46,506.39
req-58644,edge-2,139622.60,492.82
req-58646,edge-4,139633.83,497.13
req-58648,edge-6,139635.56,502.03
req-58650,edge-8,139636.70,495.57
req-58652,edge-9,139622.79,496.03
req-58654,edge-0,139659.78,497.86
req-58656,edge-1,139640.90,486.05
req-58658,edge-2,139640.50,512.14
req-58660,edge-6,139645.77,503.15
req-58662,edge-7,139640.62,514.73
req-58664,edge-8,139659.88,510.03
req-58666,edge-0,139665.48,512.79
req-58668,edge-1,139662.95,498.07
req-58670,edge-3,139662.68,510.17
req-58672,edge-9,139660.72,498.84
req-58674,edge-0,139687.22,502.69
req-58676,edge-1,139689.93,488.88
req-58678,edge-5,139680.12,503.52
req-58680,edge-0,139704.53,506.87
req-58682,edge-1,139706.90,486.60
req-58684,edge-4,139704.30,492.32
req-58686,edge-5,139700.96,511.29
req-58688,edge-0,139724.42,497.14
req-58690,edge-2,139731.73,501.82
req-58692,edge-3,139725.16,492.90
req-58694,edge-4,139722.55,490.94
req-58696,edge-5,139737.09,487.61
req-58698,edge-1,139746.82,509.92
req-58700,edge-4,139743.57,503.78
req-58702,edge-6,139751.58,489.89
req-58704,edge-7,139757.77,508.62
req-58706,edge-0,139776.68,514.12
req-58708,edge-3,139769.92,505.43
req-58710,edge-4,139775.21,497.45
req-58712,edge-0,139781.03,496.92
req-58714,edge-1,139783.25,504.30
req-58716,edge-2,139785.06,488.16
req-58718,edge-3,139788.49,485.59
req-58720,edge-6,139799.63,505.34
req-58722,edge-8,139785.48,502.91
req-58724,edge-0,139803.80,506.53
req-58726,edge-2,139809.77,491.94
req-58728,edge-0,139832.40,491.63
req-58730,edge-2,139828.17,511.98
req-58732,edge-3,139822.07,488.16
req-58734,edge-4,139836.35,511.08
req-58736,edge-6,139821.84,490.30
req-58738,edge-7,139832.23,504.54
req-58740,edge-0,139841.03,498.07
req-58742,edge-6,139844.39,499.25
req-58744,edge-0,139866.49,504.18
req-58746,edge-1,139872.46,501.16
req-58748,edge-2,139878.56,512.87
req-58750,edge-3,139863.36,500.37
req-58752,edge-6,139866.74,503.20
req-58754,edge-1,139889.78,495.22
req-58756,edge-3,139897.81,489.64
req-58758,edge-6,139893.92,502.61
req-58760,edge-0,139919.73,506.78
req-58762,edge-5,139918.34,509.84
req-58764,edge-0,139939.01,507.25
req-58766,edge-1,139937.60,509.36
req-58768,edge-2,139924.66,485.62
req-58770,edge-7,139925.23,497.14
req-58772,edge-1,139943.77,502.94
req-58774,edge-2,139957.87,499.30
req-58776,edge-4,139946.59,498.71
req-58778,edge-5,139942.32,488.70
req-58780,edge-6,139951.28,500.29
req-58782,edge-0,139961.56,497.56
req-58784,edge-1,139968.60,502.83
req-58786,edge-2,139967.88,508.65
req-58788,edge-4,139972.24,489.04
req-58790,edge-6,139965.24,491.35
req-58792,edge-8,139965.13,499.87
req-58794,edge-9,139961.56,494.02
req-58796,edge-0,139981.09,507.89
req-58798,edge-2,139985.09,486.22
req-58800,edge-3,139993.35,493.40
req-58802,edge-4,139991.80,508.61
req-58804,edge-1,140016.47,508.17
req-58806,edge-2,140014.22,507.37
req-58808,edge-3,140007.72,487.82
req-58810,edge-5,140000.91,500.51
req-58812,edge-1,140035.47,493.44
req-58814,edge-2,140035.29,512.46
req-58816,edge-8,140023.40,505.67
req-58818,edge-1,140054.34,495.05
req-58820,edge-2,140057.69,498.16
req-58822,edge-7,140042.24,506.33
req-58824,edge-0,140071.62,506.23
req-58826,edge-2,140074.88,494.47
req-58828,edge-6,140072.05,500.56
req-58830,edge-0,140083.04,488.21
req-58832,edge-1,140093.08,509.12
req-58834,edge-2,140099.99,504.50
req-58836,edge-3,140094.39,487.70
req-58838,edge-5,140082.54,500.85
req-58840,edge-7,140082.73,506.45
req-58842,edge-8,140090.79,501.89
req-58844,edge-9,140090.78,490.65
req-58846,edge-0,140108.17,514.19
req-58848,edge-1,140113.13,496.56
req-58850,edge-3,140119.03,486.07
req-58852,edge-6,140117.40,489.72
req-58854,edge-8,140117.22,499.98
req-58856,edge-1,140138.56,491.43
req-58858,edge-2,140127.82,492.32
req-58860,edge-3,140135.03,500.81
req-58862,edge-4,140123.20,492.57
req-58864,edge-5,140131.37,495.36
req-58866,edge-0,140158.95,512.90
req-58868,edge-1,140152.42,511.11
req-58870,edge-2,140159.24,503.54
req-58872,edge-3,140153.28,495.13
req-58874,edge-4,140150.48,495.48
req-58876,edge-6,140152.85,498.47
req-58878,edge-1,140161.87,495.22
req-58880,edge-2,140176.29,506.16
req-58882,edge-3,140162.31,507.31
req-58884,edge-4,140164.58,508.41
req-58886,edge-7,140170.90,494.90
req-58888,edge-0,140184.38,498.54
req-58890,edge-1,140184.57,505.23
req-58892,edge-5,140194.06,510.80
req-58894,edge-0,140217.49,499.60
req-58896,edge-1,140202.02,509.46
req-58898,edge-3,140211.48,488.72
req-58900,edge-4,140206.65,485.62
req-58902,edge-6,140216.90,494.40
req-58904,edge-0,140227.62,497.40
req-58906,edge-2,140233.73,503.52
req-58908,edge-3,140224.55,506.74
req-58910,edge-7,140225.48,492.65
req-58912,edge-1,140249.74,503.09
req-58914,edge-3,140243.81,514.43
req-58916,edge-5,140259.42,508.59
req-58918,edge-6,140253.38,512.71
req-58920,edge-8,140253.69,506.43
req-58922,edge-0,140261.70,507.80
req-58924,edge-2,140263.87,488.87
req-58926,edge-3,140272.65,506.89
req-58928,edge-7,140261.87,504.81
req-58930,edge-0,140289.87,503.51
req-58932,edge-2,140292.01,503.21
req-58934,edge-3,140296.36,498.32
req-58936,edge-4,140298.98,510.16
req-58938,edge-6,140281.22,514.62
req-58940,edge-9,140294.38,487.69
req-58942,edge-1,140305.91,513.53
req-58944,edge-2,140314.48,501.57
req-58946,edge-3,140308.48,499.17
req-58948,edge-4,140311.11,500.72
req-58950,edge-5,140306.94,496.51
req-58952,edge-0,140326.70,485.40
req-58954,edge-3,140327.12,503.89
req-58956,edge-6,140320.81,497.75
req-58958,edge-8,140330.18,492.23
req-58960,edge-1,140342.69,493.66
req-58962,edge-2,140350.67,486.77
req-58964,edge-4,140341.88,506.70
req-58966,edge-7,140340.80,487.46
req-58968,edge-0,140361.57,511.04
req-58970,edge-2,140375.12,500.72
req-58972,edge-3,140373.51,514.19
req-58974,edge-5,140373.84,499.75
req-58976,edge-1,140380.47,492.04
req-58978,edge-3,140396.92,513.27
req-58980,edge-0,140413.73,491.83
req-58982,edge-3,140406.00,511.61
req-58984,edge-5,140405.98,504.98
req-58986,edge-6,140406.69,489.07
req-58988,edge-7,140408.45,504.31
req-58990,edge-0,140421.03,504.97
req-58992,edge-1,140436.19,492.53
req-58994,edge-3,140425.45,497.84
req-58996,edge-5,140428.59,507.05
req-58998,edge-0,140443.68,498.62
req-59000,edge-1,140455.19,497.96
req-59002,edge-2,140443.61,505.83
req-59004,edge-6,140447.39,510.29
req-59006,edge-8,140445.17,508.76
req-59008,edge-9,140442.64,485.50
req-59010,edge-1,140461.33,514.98
req-59012,edge-5,140460.74,500.92
req-59014,edge-0,140492.73,506.71
req-59016,edge-1,140492.70,495.52
req-59018,edge-3,140495.01,493.56
req-59020,edge-9,140496.48,501.48
req-59022,edge-8,140505.32,492.20
req-59024,edge-0,140530.18,497.19
req-59026,edge-1,140526.56,495.60
req-59028,edge-2,140522.62,512.46
req-59030,edge-3,140539.71,491.82
req-59032,edge-5,140534.96,486.78
req-59034,edge-1,140558.81,491.70
req-59036,edge-2,140545.78,509.10
req-59038,edge-3,140543.25,508.75
req-59040,edge-6,140547.11,512.95
req-59042,edge-7,140543.21,504.59
req-59044,edge-8,140550.08,497.10
req-59046,edge-2,140572.17,488.60
req-59048,edge-3,140565.10,499.07
req-59050,edge-4,140567.47,503.88
req-59052,edge-5,140562.35,487.22
req-59054,edge-8,140567.10,509.86
req-59056,edge-0,140585.87,499.81
req-59058,edge-1,140587.11,507.30
req-59060,edge-2,140587.53,508.47
req-59062,edge-3,140587.53,502.03
req-59064,edge-0,140614.20,512.08
req-59066,edge-1,140616.77,504.14
req-59068,edge-0,140623.53,508.82
req-59070,edge-1,140634.87,510.70
req-59072,edge-2,140621.11,509.40
req-59074,edge-3,140622.26,498.75
req-59076,edge-7,140634.02,486.23
req-59078,edge-8,140622.64,508.45
req-59080,edge-2,140645.36,511.84
req-59082,edge-9,140650.76,504.28
req-59084,edge-0,140662.42,508.53
req-59086,edge-1,140661.03,505.23
req-59088,edge-3,140674.71,492.56
req-59090,edge-4,140672.39,514.78
req-59092,edge-6,140665.64,514.52
req-59094,edge-0,140692.57,507.50
req-59096,edge-1,140681.44,494.09
req-59098,edge-2,140692.53,499.18
req-59100,edge-4,140696.97,498.58
req-59102,edge-0,140717.63,510.25
req-59104,edge-1,140708.74,501.02
req-59106,edge-3,140710.29,489.19
req-59108,edge-5,140714.23,502.88
req-59110,edge-7,140704.78,492.75
req-59112,edge-8,140719.83,488.46
req-59114,edge-0,140727.19,502.93
req-59116,edge-1,140730.20,493.31
req-59118,edge-2,140733.27,500.64
req-59120,edge-3,140739.47,486.93
req-59122,edge-4,140736.42,505.28
req-59124,edge-5,140732.62,509.61
req-59126,edge-2,140740.34,493.54
req-59128,edge-3,140751.55,514.56
req-59130,edge-6,140756.02,491.04
req-59132,edge-9,140750.54,494.22
req-59134,edge-0,140763.42,488.64
req-59136,edge-1,140767.02,489.96
req-59138,edge-3,140769.38,507.81
req-59140,edge-5,140774.80,505.22
req-59142,edge-8,140779.52,505.49
req-59144,edge-0,140785.97,493.88
req-59146,edge-1,140785.42,513.12
req-59148,edge-2,140797.82,494.03
req-59150,edge-3,140787.86,508.23
req-59152,edge-4,140793.72,488.65
req-59154,edge-5,140797.22,500.41
req-59156,edge-6,140787.51,486.70
req-59158,edge-0,140817.64,504.58
req-59160,edge-1,140817.91,512.94
req-59162,edge-2,140805.17,495.47
req-59164,edge-5,140813.20,489.95
req-59166,edge-1,140826.15,485.52
req-59168,edge-2,140821.29,511.55
req-59170,edge-3,140826.92,497.01
req-59172,edge-4,140838.03,514.48
req-59174,edge-9,140821.63,497.05
req-59176,edge-0,140849.57,493.27
req-59178,edge-1,140851.55,505.76
req-59180,edge-3,140852.53,504.66
req-59182,edge-4,140855.91,491.23
req-59184,edge-0,140874.39,511.54
req-59186,edge-3,140867.53,502.28
req-59188,edge-7,140878.31,496.97
req-59190,edge-5,140886.99,486.20
req-59192,edge-0,140900.35,509.16
req-59194,edge-1,140906.83,487.77
req-59196,edge-2,140904.89,503.43
req-59198,edge-3,140916.29,514.96
req-59200,edge-4,140916.94,503.64
req-59202,edge-5,140913.43,492.75
req-59204,edge-7,140913.83,486.20
req-59206,edge-0,140925.87,494.44
req-59208,edge-5,140922.86,512.28
req-59210,edge-0,140951.66,506.97
req-59212,edge-2,140948.60,502.40
req-59214,edge-5,140958.33,513.43
req-59216,edge-6,140955.90,500.77
req-59218,edge-8,140945.45,495.84
req-59220,edge-0,140971.78,507.61
req-59222,edge-1,140970.07,488.96
req-59224,edge-5,140977.26,507.01
req-59226,edge-6,140966.67,491.92
req-59228,edge-8,140977.62,500.91
req-59230,edge-0,140994.51,487.31
req-59232,edge-1,140993.23,493.50
req-59234,edge-2,140986.97,491.19
req-59236,edge-0,141015.10,506.58
req-59238,edge-1,141011.23,487.80
req-59240,edge-3,141009.84,503.20
req-59242,edge-4,141017.18,488.91
req-59244,edge-5,141017.19,513.33
req-59246,edge-9,141018.16,514.53
req-59248,edge-0,141020.77,496.14
req-59250,edge-1,141026.50,512.30
req-59252,edge-4,141039.24,486.47
req-59254,edge-3,141040.38,509.47
req-59256,edge-4,141052.37,488.38
req-59258,edge-5,141046.62,502.79
req-59260,edge-8,141043.51,489.23
req-59262,edge-9,141043.15,502.67
req-59264,edge-0,141073.29,497.73
req-59266,edge-1,141067.38,507.41
req-59268,edge-2,141062.48,498.74
req-59270,edge-8,141066.54,512.33
req-59272,edge-0,141099.11,490.85
req-59274,edge-1,141092.91,507.71
req-59276,edge-2,141091.82,504.63
req-59278,edge-3,141090.76,504.88
req-59280,edge-4,141087.37,498.94
req-59282,edge-5,141092.04,496.13
req-59284,edge-7,141088.82,501.83
req-59286,edge-0,141112.34,513.22
req-59288,edge-1,141115.63,492.74
req-59290,edge-2,141113.41,497.16
req-59292,edge-3,141110.69,512.88
req-59294,edge-4,141104.21,507.47
req-59296,edge-5,141106.52,512.94
req-59298,edge-0,141139.01,511.62
req-59300,edge-1,141127.63,514.70
req-59302,edge-3,141139.17,512.08
req-59304,edge-6,141139.94,489.84
req-59306,edge-1,141156.78,497.75
req-59308,edge-4,141154.68,500.71
req-59310,edge-6,141159.50,493.29
req-59312,edge-7,141145.80,492.92
req-59314,edge-2,141176.71,508.16
req-59316,edge-3,141169.24,489.68
req-59318,edge-0,141196.54,496.94
req-59320,edge-1,141187.01,491.75
req-59322,edge-3,141182.07,512.10
req-59324,edge-4,141182.09,495.99
req-59326,edge-0,141216.91,497.74
req-59328,edge-1,141210.41,501.56
req-59330,edge-2,141210.14,492.42
req-59332,edge-6,141216.01,485.18
req-59334,edge-0,141239.78,494.69
req-59336,edge-1,141236.31,501.34
req-59338,edge-5,141232.96,495.91
req-59340,edge-0,141250.11,494.69
req-59342,edge-1,141243.44,492.55
req-59344,edge-2,141253.59,503.88
req-59346,edge-6,141243.14,506.18
req-59348,edge-1,141266.19,499.15
req-59350,edge-2,141267.02,508.10
req-59352,edge-6,141263.28,499.04
req-59354,edge-1,141293.87,492.97
req-59356,edge-2,141287.93,491.80
req-59358,edge-3,141289.30,508.07
req-59360,edge-5,141293.84,500.37
req-59362,edge-6,141293.70,486.17
req-59364,edge-0,141303.15,503.12
req-59366,edge-1,141315.13,486.54
req-59368,edge-2,141305.48,492.62
req-59370,edge-5,141314.87,490.91
req-59372,edge-6,141315.15,489.23
req-59374,edge-0,141320.99,500.07
req-59376,edge-1,141329.25,493.60
req-59378,edge-2,141335.42,502.13
req-59380,edge-3,141332.45,493.08
req-59382,edge-6,141323.62,486.92
req-59384,edge-8,141328.37,506.70
req-59386,edge-0,141340.33,508.11
req-59388,edge-2,141355.64,507.61
req-59390,edge-3,141345.58,494.18
req-59392,edge-4,141357.99,501.45
req-59394,edge-7,141354.62,500.68
req-59396,edge-0,141363.46,501.61
req-59398,edge-1,141375.09,508.13
req-59400,edge-2,141376.63,514.42
req-59402,edge-4,141379.05,496.03
req-59404,edge-6,141377.47,499.55
req-59406,edge-0,141382.75,497.33
req-59408,edge-3,141390.87,492.46
req-59410,edge-6,141385.88,487.15
req-59412,edge-1,141409.27,511.15
req-59414,edge-2,141405.56,503.77
req-59416,edge-3,141405.86,495.79
req-59418,edge-0,141436.03,494.62
req-59420,edge-1,141422.94,489.52
req-59422,edge-2,141438.26,493.32
req-59424,edge-1,141445.51,512.00
req-59426,edge-2,141450.18,512.37
req-59428,edge-4,141449.16,499.70
req-59430,edge-5,141458.11,510.19
req-59432,edge-6,141448.05,495.98
req-59434,edge-7,141450.45,503.29
req-59436,edge-9,141449.45,513.09
req-59438,edge-0,141473.95,496.08
req-59440,edge-1,141474.09,499.19
req-59442,edge-5,141478.06,498.76
req-59444,edge-6,141477.36,502.38
req-59446,edge-1,141485.75,507.16
